RANK,ID,CitationCount,CiteScore,SJR
12,25472,699,6.35,2.409
3,16398,25604,6.34,1.745
5,16398,25604,6.34,1.745
16,16398,25604,6.34,1.745
6,16398,25604,6.34,1.745
3,15686,2977,6.33,3.438
4,15686,2977,6.33,3.438
30,17219,1571,6.33,2.877
9,29150,59528,6.33,3.56
5,26396,30981,6.32,2.964
6,26396,30981,6.32,2.964
19,26396,30981,6.32,2.964
4,17495,17374,6.31,3.823
3,17495,17374,6.31,3.823
1,25858,15173,6.31,1.727
2,25858,15173,6.31,1.727
4,25858,15173,6.31,1.727
5,25858,15173,6.31,1.727
7,25858,15173,6.31,1.727
6,14151,5383,6.3,3.198
20,14151,5383,6.3,3.198
31,14151,5383,6.3,3.198
1,18050,1908,6.3,3.154
8,18050,1908,6.3,3.154
7,18050,1908,6.3,3.154
13,18050,1908,6.3,3.154
23,18050,1908,6.3,3.154
6,18050,1908,6.3,3.154
1,19897,10080,6.29,7.455
13,12429,4135,6.27,2.316
9,12429,4135,6.27,2.316
13,12429,4135,6.27,2.316
7,24513,207,6.27,1.205
1,24513,207,6.27,1.205
17,21537,34141,6.26,2.538
8,21537,34141,6.26,2.538
14,29160,9376,6.26,2.288
14,29160,9376,6.26,2.288
21,11700154648,888,6.25,1.684
10,11700154648,888,6.25,1.684
5,11700154648,888,6.25,1.684
11,11700154648,888,6.25,1.684
4,21100338351,524,6.24,0.55
13,21100338351,524,6.24,0.55
14,21100338351,524,6.24,0.55
9,21100338351,524,6.24,0.55
8,21100338351,524,6.24,0.55
4,5900153311,2064,6.24,1.471
24,5900153311,2064,6.24,1.471
15,20185,4140,6.23,2.724
21,20185,4140,6.23,2.724
5,18063,36338,6.22,1.945
25,18063,36338,6.22,1.945
7,18063,36338,6.22,1.945
9,18063,36338,6.22,1.945
11,19600157019,255,6.22,1.266
4,4000149101,3282,6.22,1.647
5,4000149101,3282,6.22,1.647
11,4000149101,3282,6.22,1.647
24,4000149101,3282,6.22,1.647
10,4000149101,3282,6.22,1.647
12,4000149101,3282,6.22,1.647
3,110092,5816,6.21,6.772
27,110092,5816,6.21,6.772
6,110092,5816,6.21,6.772
7,110092,5816,6.21,6.772
3,110092,5816,6.21,6.772
3,25487,9744,6.2,4.717
9,25487,9744,6.2,4.717
16,19700176005,582,6.19,1.907
6,5700191214,1102,6.19,3.199
5,5700191214,1102,6.19,3.199
32,5700191214,1102,6.19,3.199
1,15574,998,6.16,4.684
2,15574,998,6.16,4.684
10,15574,998,6.16,4.684
9,15574,998,6.16,4.684
22,26953,14434,6.13,2.062
25,26953,14434,6.13,2.062
8,26953,14434,6.13,2.062
2,26953,14434,6.13,2.062
11,36753,417,6.13,2.18
9,21196,3642,6.11,2.124
5,21196,3642,6.11,2.124
15,29761,6946,6.1,3.011
15,29761,6946,6.1,3.011
28,20659,274,6.09,0.575
6,29602,2907,6.09,3.736
15,29602,2907,6.09,3.736
12,29602,2907,6.09,3.736
1,21100324363,231,6.08,0.992
1,21100324363,231,6.08,0.992
26,21100324363,231,6.08,0.992
8,23915,30782,6.08,2.255
7,13468,5023,6.07,4.299
4,26656,2453,6.07,3.319
16,11700154306,2430,6.06,2.864
14,11700154306,2430,6.06,2.864
21,11700154306,2430,6.06,2.864
3,22781,66224,6.06,2.506
3,22781,66224,6.06,2.506
3,22781,66224,6.06,2.506
6,22781,66224,6.06,2.506
10,22781,66224,6.06,2.506
18,22781,66224,6.06,2.506
8,22781,66224,6.06,2.506
6,23041,14092,6.06,2.432
11,23041,14092,6.06,2.432
3,14621,345,6.05,4.113
7,17700156408,3492,6.05,5.034
6,17700156408,3492,6.05,5.034
2,29372,16364,6.04,2.287
2,29372,16364,6.04,2.287
6,29372,16364,6.04,2.287
10,29372,16364,6.04,2.287
1,19837,1133,6.03,2.534
8,19837,1133,6.03,2.534
5,19837,1133,6.03,2.534
5,19837,1133,6.03,2.534
1,21100209317,4772,6.03,2.744
2,21100209317,4772,6.03,2.744
7,21100209317,4772,6.03,2.744
6,21100209317,4772,6.03,2.744
1,21100371216,681,6.03,1.564
6,21100371216,681,6.03,1.564
5,22191,2957,6.03,4.344
13,19210,9462,6.02,2.78
11,19210,9462,6.02,2.78
3,12977,5446,6.01,4.776
14,12977,5446,6.01,4.776
9,12977,5446,6.01,4.776
6,12977,5446,6.01,4.776
1,16976,481,6.01,4.32
1,19169,781,6.01,4.599
6,19169,781,6.01,4.599
4,19169,781,6.01,4.599
3,21100274406,1038,6,3.712
1,21100297619,54,6,3.269
3,21100297619,54,6,3.269
9,21100297619,54,6,3.269
9,21100440502,6,6,1.717
3,22475,1848,6,2.279
15,22475,1848,6,2.279
3,24392,966,6,4.848
7,24392,966,6,4.848
7,24392,966,6,4.848
7,24392,966,6,4.848
6,24392,966,6,4.848
15,26099,1329,5.99,1.85
5,26099,1329,5.99,1.85
11,26099,1329,5.99,1.85
5,26099,1329,5.99,1.85
26,15378,610,5.98,2.482
3,18014,526,5.98,3.326
23,24738,9592,5.98,2.147
19,24738,9592,5.98,2.147
13,24738,9592,5.98,2.147
13,24738,9592,5.98,2.147
2,29990,7625,5.97,3.664
5,29990,7625,5.97,3.664
10,16764,29662,5.96,4.682
5,20552,1352,5.96,2.436
11,21100255548,3083,5.96,2.723
10,21100255548,3083,5.96,2.723
7,22471,6755,5.96,11.023
2,15423,30134,5.94,2.191
3,15423,30134,5.94,2.191
11,15423,30134,5.94,2.191
14,15423,30134,5.94,2.191
1,6200180159,1503,5.94,5.793
7,6200180159,1503,5.94,5.793
3,13345,1430,5.93,2.367
6,13345,1430,5.93,2.367
14,16612,6231,5.93,3.351
22,16612,6231,5.93,3.351
25,16612,6231,5.93,3.351
16,29873,11763,5.93,2.847
16,29873,11763,5.93,2.847
17,4000151808,15804,5.93,5.182
6,4000151808,15804,5.93,5.182
22,4000151808,15804,5.93,5.182
16,4000151808,15804,5.93,5.182
33,4000151808,15804,5.93,5.182
6,21100248891,5785,5.92,1.523
20,21100248891,5785,5.92,1.523
12,21100248891,5785,5.92,1.523
10,21100248891,5785,5.92,1.523
2,21100237606,272,5.91,1.666
11,21100237606,272,5.91,1.666
18,20297,8183,5.9,3.508
24,20297,8183,5.9,3.508
4,11700154702,3465,5.89,1.969
3,11700154702,3465,5.89,1.969
3,11700154702,3465,5.89,1.969
16,11700154702,3465,5.89,1.969
13,11700154702,3465,5.89,1.969
15,13041,3694,5.89,2.646
12,13041,3694,5.89,2.646
2,144974,618,5.89,4.624
2,144974,618,5.89,4.624
12,144974,618,5.89,4.624
7,21100218543,1255,5.89,2.635
12,21100218543,1255,5.89,2.635
17,7100153107,1029,5.88,3.205
22,7100153107,1029,5.88,3.205
16,17600155011,3176,5.86,3.459
34,17600155011,3176,5.86,3.459
3,9500153997,340,5.86,1.688
8,9500153997,340,5.86,1.688
27,9500153997,340,5.86,1.688
12,9500153997,340,5.86,1.688
21,9500153997,340,5.86,1.688
14,9500153997,340,5.86,1.688
14,9500153997,340,5.86,1.688
9,21117,2367,5.84,3.687
8,21117,2367,5.84,3.687
27,21117,2367,5.84,3.687
1,16036,437,5.83,10.72
3,16036,437,5.83,10.72
1,16036,437,5.83,10.72
5,19167,15126,5.83,1.615
8,19167,15126,5.83,1.615
7,19167,15126,5.83,1.615
15,19167,15126,5.83,1.615
1,19684,472,5.83,6.151
4,19684,472,5.83,6.151
2,16322,7395,5.82,1.808
10,16322,7395,5.82,1.808
7,16322,7395,5.82,1.808
22,16322,7395,5.82,1.808
28,16322,7395,5.82,1.808
5,22080,1739,5.82,4.973
25,22080,1739,5.82,4.973
8,23157,1954,5.82,7.651
9,23157,1954,5.82,7.651
2,4700152248,355,5.82,2.389
4,14735,1109,5.81,1.545
2,14735,1109,5.81,1.545
2,14735,1109,5.81,1.545
1,4000149002,3272,5.81,1.359
10,4000149002,3272,5.81,1.359
8,18017,5520,5.8,3.566
10,18017,5520,5.8,3.566
29,21656,377,5.8,2.847
26,21656,377,5.8,2.847
4,5400152706,1723,5.8,1.594
15,5400152706,1723,5.8,1.594
3,16965,544,5.79,2.825
14,16965,544,5.79,2.825
11,16965,544,5.79,2.825
4,19700188403,7186,5.79,3.99
9,19700188403,7186,5.79,3.99
1,21100330722,405,5.79,2.453
1,21100330722,405,5.79,2.453
17,21100330722,405,5.79,2.453
27,21100330722,405,5.79,2.453
2,20695,3909,5.78,2.822
2,20695,3909,5.78,2.822
23,20695,3909,5.78,2.822
35,21100224448,1503,5.78,3.938
26,21100224448,1503,5.78,3.938
17,28770,11596,5.78,2.924
18,28770,11596,5.78,2.924
1,22913,710,5.77,2.567
2,24379,2142,5.77,13.218
4,24379,2142,5.77,13.218
8,24379,2142,5.77,13.218
10,24379,2142,5.77,13.218
4,21100779404,17373,5.76,2.557
2,21100779404,17373,5.76,2.557
9,21100779404,17373,5.76,2.557
7,21100779404,17373,5.76,2.557
15,27035,161,5.75,1.523
9,27035,161,5.75,1.523
29,27035,161,5.75,1.523
5,25780,8171,5.74,1.973
10,25780,8171,5.74,1.973
6,25780,8171,5.74,1.973
15,25780,8171,5.74,1.973
2,21100197181,1169,5.73,2.508
16,21100197181,1169,5.73,2.508
30,21100197181,1169,5.73,2.508
2,21100297606,7874,5.73,4.154
18,21100297606,7874,5.73,4.154
24,21100297606,7874,5.73,4.154
5,25152,252,5.73,1.876
7,25152,252,5.73,1.876
2,12091,13201,5.72,3.264
7,21100220161,383,5.72,3.333
7,21100220161,383,5.72,3.333
31,21100420316,80,5.71,1.644
3,17271,1839,5.69,1.948
1,17271,1839,5.69,1.948
1,17271,1839,5.69,1.948
2,17271,1839,5.69,1.948
6,17271,1839,5.69,1.948
6,19400157233,2749,5.69,4.545
15,21100356018,165,5.69,0.997
3,21100356018,165,5.69,0.997
3,21100356018,165,5.69,0.997
13,21100356018,165,5.69,0.997
2,24972,3377,5.69,2.45
36,3900148405,4378,5.69,3.035
27,3900148405,4378,5.69,3.035
6,14531,8160,5.68,4.848
37,14531,8160,5.68,4.848
3,15631,1324,5.68,1.252
14,15631,1324,5.68,1.252
12,15631,1324,5.68,1.252
2,16547,2851,5.68,2.58
1,16547,2851,5.68,2.58
2,16547,2851,5.68,2.58
11,16547,2851,5.68,2.58
9,17664,4319,5.68,5.333
4,17864,8928,5.67,3.488
4,28583,12422,5.67,3.283
4,28583,12422,5.67,3.283
6,28583,12422,5.67,3.283
13,28583,12422,5.67,3.283
6,15095,7131,5.66,2.276
24,15095,7131,5.66,2.276
5,21100369734,192,5.65,2.834
25,21100369734,192,5.65,2.834
13,21100369734,192,5.65,2.834
7,21100369734,192,5.65,2.834
38,21100369734,192,5.65,2.834
3,21100369734,192,5.65,2.834
8,27476,243,5.65,1.956
17,27476,243,5.65,1.956
28,27476,243,5.65,1.956
14,27476,243,5.65,1.956
10,27476,243,5.65,1.956
10,12499,3615,5.64,2.867
18,12499,3615,5.64,2.867
19,12499,3615,5.64,2.867
13,14272,5012,5.64,2.88
7,14272,5012,5.64,2.88
28,14272,5012,5.64,2.88
9,21100240500,7899,5.64,1.795
1,22478,1013,5.63,4.044
1,22478,1013,5.63,4.044
2,22478,1013,5.63,4.044
7,22478,1013,5.63,4.044
4,22478,1013,5.63,4.044
11,13903,5290,5.62,3.156
14,13903,5290,5.62,3.156
8,13903,5290,5.62,3.156
39,13903,5290,5.62,3.156
29,13903,5290,5.62,3.156
5,21003,5539,5.62,3.067
8,21003,5539,5.62,3.067
2,22900,2389,5.62,3.625
12,22900,2389,5.62,3.625
7,22900,2389,5.62,3.625
19,12435,4774,5.61,2.632
20,12435,4774,5.61,2.632
6,19700174935,1279,5.61,2.436
11,19700174935,1279,5.61,2.436
4,19700174935,1279,5.61,2.436
6,12264,3193,5.6,1.151
16,12264,3193,5.6,1.151
13,12264,3193,5.6,1.151
12,12455,4100,5.6,3.215
8,12455,4100,5.6,3.215
15,12455,4100,5.6,3.215
28,12455,4100,5.6,3.215
40,12455,4100,5.6,3.215
28,17426,885,5.6,2.421
40,17426,885,5.6,2.421
6,17900156736,1860,5.6,2.261
20,17900156736,1860,5.6,2.261
21,17900156736,1860,5.6,2.261
40,17900156736,1860,5.6,2.261
19,20276,2157,5.59,3.592
3,23895,966,5.58,1.7
3,23895,966,5.58,1.7
4,23895,966,5.58,1.7
5,23895,966,5.58,1.7
1,15402,2596,5.57,3.391
2,15402,2596,5.57,3.391
10,15402,2596,5.57,3.391
6,17600155055,234,5.57,2.089
8,17600155055,234,5.57,2.089
30,17600155055,234,5.57,2.089
6,17339,6197,5.54,4.174
16,17339,6197,5.54,4.174
29,17339,6197,5.54,4.174
29,17391,8343,5.54,1.591
6,17391,8343,5.54,1.591
4,19600,316,5.54,2.193
2,19900192513,648,5.54,1.411
5,19900192513,648,5.54,1.411
4,16136,509,5.53,1.568
5,16136,509,5.53,1.568
5,16136,509,5.53,1.568
6,16136,509,5.53,1.568
17,18711,1246,5.51,0.934
4,145507,11,5.5,4.719
5,14855,5387,5.5,3.706
9,14855,5387,5.5,3.706
4,17645,4093,5.5,2.613
6,17645,4093,5.5,2.613
30,19700188393,88,5.5,1.929
7,29547,2842,5.5,2.869
1,11700154363,2357,5.49,3.511
4,11700154363,2357,5.49,3.511
16,21722,4292,5.49,2.501
43,21722,4292,5.49,2.501
6,84948,2268,5.49,1.469
3,12211,4684,5.48,2.712
10,12211,4684,5.48,2.712
7,19700175140,1982,5.48,3.831
17,19700175140,1982,5.48,3.831
31,19700175140,1982,5.48,3.831
44,19700175140,1982,5.48,3.831
21,28787,1042,5.48,2.489
22,28787,1042,5.48,2.489
5,30039,2063,5.47,4.129
3,30039,2063,5.47,4.129
4,17360,8734,5.45,2.461
31,17360,8734,5.45,2.461
20,18002,2560,5.45,3.165
9,4700152287,567,5.45,4.599
5,4700152287,567,5.45,4.599
13,4700152287,567,5.45,4.599
3,21100456838,2997,5.43,3.201
13,21100456838,2997,5.43,3.201
9,21100456838,2997,5.43,3.201
26,21100456838,2997,5.43,3.201
18,21100456838,2997,5.43,3.201
45,21100456838,2997,5.43,3.201
3,21915,1620,5.42,3.674
14,21915,1620,5.42,3.674
4,21915,1620,5.42,3.674
5,23845,1762,5.42,3.513
7,23845,1762,5.42,3.513
1,23845,1762,5.42,3.513
2,23845,1762,5.42,3.513
7,26884,943,5.42,1.703
11,26884,943,5.42,1.703
5,26884,943,5.42,1.703
3,26884,943,5.42,1.703
31,21100242814,13251,5.41,5.984
15,21100242814,13251,5.41,5.984
11,21100242814,13251,5.41,5.984
7,21100242814,13251,5.41,5.984
9,13213,1701,5.4,4.008
1,16211,3045,5.4,1.49
17,16211,3045,5.4,1.49
32,16211,3045,5.4,1.49
7,16211,3045,5.4,1.49
17,17362,3732,5.4,1.462
5,17362,3732,5.4,1.462
15,17362,3732,5.4,1.462
1,24497,54,5.4,2.81
21,24497,54,5.4,2.81
9,100147318,1014,5.39,3.694
10,100147318,1014,5.39,3.694
7,19700182025,151,5.39,1.735
30,19700182025,151,5.39,1.735
8,23188,3058,5.38,3.756
7,15134,11336,5.37,1.91
5,15134,11336,5.37,1.91
19,15134,11336,5.37,1.91
18,15134,11336,5.37,1.91
8,15134,11336,5.37,1.91
5,15134,11336,5.37,1.91
2,15995,4799,5.37,1.568
5,15995,4799,5.37,1.568
8,19040,2624,5.37,3.783
31,19040,2624,5.37,3.783
22,19700175160,451,5.37,2.217
19,21100229161,9582,5.37,2.963
25,21100229161,9582,5.37,2.963
19,5100155074,9049,5.37,2.801
12,5100155074,9049,5.37,2.801
5,5800194481,757,5.37,4.053
10,19700201211,8533,5.36,2.536
23,19700201211,8533,5.36,2.536
32,19700201211,8533,5.36,2.536
26,19700201211,8533,5.36,2.536
8,22669,6785,5.36,2.372
10,22669,6785,5.36,2.372
19,24823,4981,5.36,1.699
9,24823,4981,5.36,1.699
8,24823,4981,5.36,1.699
7,24823,4981,5.36,1.699
4,19400158464,524,5.35,2.689
11,19400158464,524,5.35,2.689
4,24772,4967,5.35,1.877
20,24772,4967,5.35,1.877
10,24772,4967,5.35,1.877
6,24772,4967,5.35,1.877
5,15370,1577,5.33,3.292
1,18000,10614,5.33,6.009
2,18000,10614,5.33,6.009
8,19700166902,736,5.33,1.663
16,19700166902,736,5.33,1.663
16,19700166902,736,5.33,1.663
3,20088,16,5.33,1.803
4,20088,16,5.33,1.803
23,28690,640,5.33,2.302
24,28690,640,5.33,2.302
1,12274,548,5.32,1.322
11,12274,548,5.32,1.322
9,12274,548,5.32,1.322
2,19400158483,117,5.32,2.355
6,19400158483,117,5.32,2.355
1,19400158483,117,5.32,2.355
4,19400158483,117,5.32,2.355
32,19700174932,745,5.32,3.874
46,19700174932,745,5.32,3.874
9,19700188418,319,5.32,1.582
23,19700188418,319,5.32,1.582
4,14913,223,5.31,3.418
9,19400158804,1147,5.31,1.171
12,19400158804,1147,5.31,1.171
12,19400158804,1147,5.31,1.171
4,68935,287,5.31,1.983
9,68935,287,5.31,1.983
8,19700182678,12039,5.3,2.081
9,19700182678,12039,5.3,2.081
27,19700182678,12039,5.3,2.081
17,19700182678,12039,5.3,2.081
1,21100358105,403,5.3,2.291
8,21100358105,403,5.3,2.291
14,21100358105,403,5.3,2.291
9,21100358105,403,5.3,2.291
24,12459,6300,5.29,5.747
25,12459,6300,5.29,5.747
8,110320,586,5.28,2.324
33,110320,586,5.28,2.324
33,16831,2745,5.28,2.59
47,16831,2745,5.28,2.59
1,19900191767,597,5.28,10.319
5,20626,3193,5.28,2.283
14,20626,3193,5.28,2.283
10,22466,5789,5.28,3.419
32,23916,7636,5.27,1.786
6,23916,7636,5.27,1.786
7,23916,7636,5.27,1.786
9,23916,7636,5.27,1.786
33,18931,6331,5.26,1.386
7,21100225611,3577,5.26,1.906
17,21100225611,3577,5.26,1.906
7,21100225611,3577,5.26,1.906
8,26765,46510,5.26,2.863
8,26765,46510,5.26,2.863
5,12303,1160,5.25,1.628
16,12303,1160,5.25,1.628
7,12303,1160,5.25,1.628
1,13461,525,5.25,4.25
11,20650,819,5.25,5.112
15,20650,819,5.25,5.112
8,20650,819,5.25,5.112
33,5800207508,2106,5.25,2.494
19,5800207508,2106,5.25,2.494
34,5800207508,2106,5.25,2.494
26,5800207508,2106,5.25,2.494
15,20681,1940,5.24,2.501
10,20681,1940,5.24,2.501
5,25584,5375,5.23,3.158
11,25584,5375,5.23,3.158
6,12481,397,5.22,1.645
3,12481,397,5.22,1.645
21,19113,3609,5.22,1.666
9,19113,3609,5.22,1.666
34,19113,3609,5.22,1.666
6,21100442376,94,5.22,1.148
6,21100442376,94,5.22,1.148
32,21100442376,94,5.22,1.148
16,21100442376,94,5.22,1.148
5,11200153524,2150,5.21,3.596
4,11200153524,2150,5.21,3.596
28,11200153524,2150,5.21,3.596
35,11200153524,2150,5.21,3.596
48,11200153524,2150,5.21,3.596
7,17466,4294,5.2,2.707
3,25368,743,5.2,2.523
2,29559,3253,5.2,2.794
3,29559,3253,5.2,2.794
7,50032,3245,5.2,2.2
13,50032,3245,5.2,2.2
11,50032,3245,5.2,2.2
27,50032,3245,5.2,2.2
5,19082,2895,5.19,2.644
12,19164,1594,5.19,2.443
7,19164,1594,5.19,2.443
7,26098,4253,5.19,1.129
6,26098,4253,5.19,1.129
10,26098,4253,5.19,1.129
10,28635,9878,5.19,2.05
12,28635,9878,5.19,2.05
7,28635,9878,5.19,2.05
6,28635,9878,5.19,2.05
10,29476,7407,5.19,1.863
24,29476,7407,5.19,1.863
33,29476,7407,5.19,1.863
5,12697,4100,5.18,2.799
10,12697,4100,5.18,2.799
12,12697,4100,5.18,2.799
11,11700154734,212,5.17,1.434
2,14639,8089,5.17,4.631
3,14802,5791,5.17,2.132
10,14802,5791,5.17,2.132
10,17342,3583,5.17,2.017
35,17342,3583,5.17,2.017
6,25414,1132,5.17,2.162
13,25414,1132,5.17,2.162
4,29348,18313,5.17,1.999
8,29348,18313,5.17,1.999
2,15756,13111,5.16,3.393
2,21203,449,5.16,2.697
5,21203,449,5.16,2.697
16,21203,449,5.16,2.697
34,22266,8989,5.16,3.504
9,22266,8989,5.16,3.504
36,22266,8989,5.16,3.504
49,22266,8989,5.16,3.504
2,23675,1048,5.16,2.039
2,23675,1048,5.16,2.039
12,23675,1048,5.16,2.039
34,24309,707,5.16,1.121
15,24309,707,5.16,1.121
3,27825,5590,5.16,3.951
4,27825,5590,5.16,3.951
12,18745,4505,5.15,2.643
2,18745,4505,5.15,2.643
7,18745,4505,5.15,2.643
14,18745,4505,5.15,2.643
4,18745,4505,5.15,2.643
2,23833,2620,5.15,3.46
34,23833,2620,5.15,3.46
6,24804,2417,5.15,1.394
13,24804,2417,5.15,1.394
11,25801,17802,5.15,1.404
10,25801,17802,5.15,1.404
9,25801,17802,5.15,1.404
2,19900191736,967,5.14,2.936
8,19900191736,967,5.14,2.936
22,19900191736,967,5.14,2.936
1,20485,7967,5.14,4.219
12,21100229207,19059,5.14,1.806
25,21100229207,19059,5.14,1.806
6,21100237403,3509,5.14,8.625
8,21100237403,3509,5.14,8.625
15,21100237403,3509,5.14,8.625
3,21100325067,940,5.14,1.796
3,21100325067,940,5.14,1.796
7,21100325067,940,5.14,1.796
3,21100325067,940,5.14,1.796
17,21100325067,940,5.14,1.796
7,24661,658,5.14,1.799
4,21100374601,2186,5.13,0.801
7,21100374601,2186,5.13,0.801
35,21100374601,2186,5.13,0.801
6,13487,1939,5.12,2.913
13,13487,1939,5.12,2.913
36,19700182917,1018,5.12,1.36
18,19700182917,1018,5.12,1.36
29,19700182917,1018,5.12,1.36
18,19700182917,1018,5.12,1.36
8,19700182917,1018,5.12,1.36
18,19700182917,1018,5.12,1.36
16,21169,2339,5.12,1.952
9,26035,1971,5.12,2.11
16,26035,1971,5.12,2.11
25,26035,1971,5.12,2.11
27,26035,1971,5.12,2.11
26,17700156734,3126,5.11,5.657
17,20084,6746,5.11,2.604
20,15852,3394,5.1,1.747
34,15852,3394,5.1,1.747
13,21100228519,4867,5.1,4.211
4,22597,5034,5.1,2.043
11,22597,5034,5.1,2.043
26,22597,5034,5.1,2.043
7,29432,602,5.1,4.216
5,25349,21937,5.09,1.621
7,25349,21937,5.09,1.621
9,25349,21937,5.09,1.621
11,25349,21937,5.09,1.621
3,13550,8812,5.08,4.355
9,21100264005,584,5.08,3.576
35,21100264005,584,5.08,3.576
50,21100264005,584,5.08,3.576
8,28824,2022,5.08,1.524
36,28824,2022,5.08,1.524
3,29838,503,5.08,7.662
10,29838,503,5.08,7.662
6,29838,503,5.08,7.662
1,25236,22102,5.07,1.333
4,25236,22102,5.07,1.333
5,25236,22102,5.07,1.333
18,25236,22102,5.07,1.333
37,25236,22102,5.07,1.333
13,25236,22102,5.07,1.333
15,25236,22102,5.07,1.333
1,16101,5518,5.06,2.733
6,16101,5518,5.06,2.733
14,16101,5518,5.06,2.733
3,16101,5518,5.06,2.733
9,16101,5518,5.06,2.733
6,17230,5862,5.06,2.261
10,18945,1855,5.05,3.085
37,18945,1855,5.05,3.085
3,19700177034,555,5.05,1.072
21,19700177034,555,5.05,1.072
19,21100409442,106,5.05,1.62
27,21100409442,106,5.05,1.62
36,21100409442,106,5.05,1.62
1,26159,14504,5.05,2.768
4,26159,14504,5.05,2.768
30,26159,14504,5.05,2.768
10,26159,14504,5.05,2.768
17,26159,14504,5.05,2.768
2,27085,3451,5.05,2.371
6,27085,3451,5.05,2.371
2,27085,3451,5.05,2.371
11,28487,414,5.05,2.911
1,22899,1169,5.04,5.406
2,22899,1169,5.04,5.406
12,22899,1169,5.04,5.406
12,22899,1169,5.04,5.406
6,22899,1169,5.04,5.406
18,26699,534,5.04,2.199
11,26699,534,5.04,2.199
14,15440,669,5.03,2.291
3,15440,669,5.03,2.291
1,20700195026,367,5.03,1.396
28,23392,32871,5.03,2.247
37,29236,4483,5.03,2.157
28,29236,4483,5.03,2.157
23,19683,4538,5.02,2.221
11,19683,4538,5.02,2.221
27,19700188419,1643,5.02,1.837
29,19700188419,1643,5.02,1.837
19,26203,3119,5.02,2.183
12,26203,3119,5.02,2.183
38,17600155130,566,5.01,3.538
4,23911,10183,5.01,1.475
31,23911,10183,5.01,1.475
9,23911,10183,5.01,1.475
12,23911,10183,5.01,1.475
3,13900154713,680,5,3.065
3,13900154713,680,5,3.065
2,13900154713,680,5,3.065
3,18458,7808,5,3.413
11,19700175011,290,5,1.854
38,19700175011,290,5,1.854
10,21100332454,60,5,1.127
36,21100332454,60,5,1.127
51,21100332454,60,5,1.127
39,21100781971,5,5,2.864
13,22961,770,5,6.319
13,22961,770,5,6.319
7,22961,770,5,6.319
4,15537,12042,4.99,4.143
16,15537,12042,4.99,4.143
2,18742,4422,4.99,3.137
15,18742,4422,4.99,3.137
6,20106,1381,4.99,1.763
15,20106,1381,4.99,1.763
15,20106,1381,4.99,1.763
5,21100218107,1002,4.99,3.555
4,21100218107,1002,4.99,3.555
13,21100218107,1002,4.99,3.555
17,19700177555,867,4.98,2.766
2,19700177555,867,4.98,2.766
11,19700177555,867,4.98,2.766
52,19700177555,867,4.98,2.766
2,19799,6269,4.98,3.375
4,19799,6269,4.98,3.375
5,13332,7481,4.97,1.587
16,13332,7481,4.97,1.587
18,13332,7481,4.97,1.587
5,19041,2644,4.97,1.88
9,19041,2644,4.97,1.88
3,19041,2644,4.97,1.88
32,21100198522,741,4.97,3.806
53,21100198522,741,4.97,3.806
22,25038,2950,4.97,1.146
38,25038,2950,4.97,1.146
16,25038,2950,4.97,1.146
28,29951,1859,4.97,1.557
30,29951,1859,4.97,1.557
5,19400157205,1370,4.96,2.299
24,19400157205,1370,4.96,2.299
39,19400157205,1370,4.96,2.299
3,23811,2317,4.96,2.758
37,23811,2317,4.96,2.758
8,13455,846,4.95,2.803
4,13455,846,4.95,2.803
3,14875,2332,4.95,2.457
6,14875,2332,4.95,2.457
11,14875,2332,4.95,2.457
8,18947,198,4.95,1.074
4,18947,198,4.95,1.074
22,18947,198,4.95,1.074
40,29309,1868,4.95,1.903
3,29309,1868,4.95,1.903
7,29309,1868,4.95,1.903
29,29309,1868,4.95,1.903
4,13502,331,4.94,2.525
10,13502,331,4.94,2.525
5,13502,331,4.94,2.525
3,13502,331,4.94,2.525
18,13502,331,4.94,2.525
4,17700156208,3162,4.94,3.903
5,17700156208,3162,4.94,3.903
11,20618,11604,4.94,3.407
2,20618,11604,4.94,3.407
16,20618,11604,4.94,3.407
41,21100232826,1181,4.94,2.48
4,15478,1916,4.93,3.549
8,15478,1916,4.93,3.549
3,15478,1916,4.93,3.549
7,21239,2446,4.93,1.534
11,95101,1875,4.93,1.915
23,95101,1875,4.93,1.915
39,95101,1875,4.93,1.915
8,20228,8117,4.92,3.305
5,20228,8117,4.92,3.305
10,20228,8117,4.92,3.305
42,15577,471,4.91,1.244
6,15577,471,4.91,1.244
19,15577,471,4.91,1.244
9,20863,1345,4.91,2.508
3,20863,1345,4.91,2.508
12,16313,17384,4.9,1.744
4,16313,17384,4.9,1.744
9,16313,17384,4.9,1.744
11,16313,17384,4.9,1.744
6,16829,5468,4.9,2.013
33,16829,5468,4.9,2.013
54,16829,5468,4.9,2.013
8,17700156714,842,4.9,1.536
21,17700156714,842,4.9,1.536
14,17797,16370,4.9,1.751
11,17797,16370,4.9,1.751
38,17797,16370,4.9,1.751
37,18408,4589,4.9,2.727
54,18408,4589,4.9,2.727
1,26239,4973,4.9,2.81
1,26239,4973,4.9,2.81
4,26239,4973,4.9,2.81
25,26239,4973,4.9,2.81
5,26239,4973,4.9,2.81
43,5300152227,4926,4.9,2.567
33,5300152227,4926,4.9,2.567
21,5300152227,4926,4.9,2.567
30,12430,2260,4.89,2.399
56,12430,2260,4.89,2.399
31,12430,2260,4.89,2.399
1,19400158343,1365,4.89,2.324
8,19400158343,1365,4.89,2.324
5,19817,4883,4.88,3.253
